,Sample ID,Country,State,Latitude,Longitude,Analysis Method,CollDate,LandCover1,LandCover2,Soil/Rock Type,Depth (cm),Ag (mg/kg),Al (mg/kg),As (mg/kg),Ba (mg/kg),Be (mg/kg),Ca (mg/kg),Cd (mg/kg),Ce (mg/kg),Co (mg/kg),Cr (mg/kg),Cs(mg/kg),Cu (mg/kg),Fe (mg/kg),Ga (mg/kg),Hg (mg/kg),In (mg/kg),K (mg/kg),La (mg/kg),Li (mg/kg),Mg (mg/kg),Mn (mg/kg),Mo (mg/kg),Na (mg/kg),Nb (mg/kg),Ni (mg/kg),P (mg/kg),Pb (mg/kg),Rb (mg/kg),S (mg/kg),Sb (mg/kg),Sc (mg/kg) ,Se (mg/kg),Sn (mg/kg),Sr (mg/kg),Te (mg/kg),Th (mg/kg),Ti (mg/kg),Tl (mg/kg),U (mg/kg),V (mg/kg),W (mg/kg),Y (mg/kg),Zn (mg/kg),NOTES,LINK TO SOURCE
270,C-346690,US,IA,40.6203,-92.4559,ICP-MS,05/24/10,Planted/Cultivated,Row Crops,,0-5,,4.34,9.9,495.0,1.3,0.95,0.2,54.9,11.3,43.0,5.0,20.7,2.13,9.41,0.04,0.03,1.31,26.7,21,0.39,626.0,1.53,0.53,8.2,15.1,1810,29.9,54.7,0.05,0.89,5.8,0.5,2,91.6,0.1,8.3,0.27,0.5,2.9,70.0,1.4,13.6,94.0,,link
271,C-349749,US,IA,43.134,-91.7236,ICP-MS,07/02/10,Planted/Cultivated,Fallow,,0-5,,4.88,6.4,737.0,1.2,1.23,0.3,56.3,12.7,48.0,5.0,19.6,2.38,10.8,0.04,0.04,1.66,28.1,21,0.48,1150.0,1.47,0.78,9,20.5,1740,29.5,83.3,0.06,1.17,7.7,0.5,1.2,136,0.1,8.9,0.25,0.5,2.5,57.0,0.9,16.2,97.0,,link
272,C-348994,US,IA,41.7159,-93.2207,ICP-MS,06/29/10,Planted/Cultivated,Row Crops,,0-5,,5.82,8.1,779.0,1.4,0.86,0.3,55.4,11.6,58.0,5.0,22.5,2.53,12.1,0.03,0.03,1.94,28.6,23,0.51,1130.0,1.03,0.81,9.6,19.3,2070,23.4,76.7,0.05,0.72,8.3,0.6,2.7,127,0.1,9.5,0.31,0.6,2.9,78.0,1.1,16.6,119.0,,link
273,C-348375,US,IA,41.1434,-94.5607,ICP-MS,05/23/10,Planted/Cultivated,Pasture/Hay,,0-5,,5.91,9.7,774.0,1.6,0.65,0.4,64.7,12.6,48.0,5.0,24.1,2.66,12.7,0.04,0.04,1.92,33.1,27,0.56,963.0,1.39,0.69,10.5,22.4,820,29.8,82.2,0.05,1.18,7.7,,1.6,115,0.1,10.6,0.32,0.6,3.4,91.0,1.5,17.9,81.0,,link
274,C-349010,US,IA,41.7972,-91.572,ICP-MS,07/01/10,Planted/Cultivated,Row Crops,,0-5,,4.35,4.5,708.0,1.0,0.66,0.4,55.9,13.7,38.0,5.0,10.4,1.41,8.59,0.04,0.02,1.59,27.5,16,0.27,,0.95,0.91,9.1,18.8,580,20.6,57.9,0.03,0.56,5.2,0.3,1,133,0.1,8.5,0.32,0.5,2.2,46.0,0.9,13.4,51.0,,link
275,C-349780,US,IA,41.6454,-93.9426,ICP-MS,06/29/10,Planted/Cultivated,Pasture/Hay,,0-5,,5.12,7.3,568.0,1.2,0.75,0.3,51,9.1,39.0,5.0,16.8,2.32,11.5,0.02,0.04,1.46,27.2,23,0.44,551.0,0.89,0.78,8.6,19.1,670,18.6,72.7,0.04,0.7,7.9,0.6,1.1,128,0.1,8.3,0.23,0.5,2.5,72.0,0.8,16.9,63.0,,link
276,C-349758,US,IA,43.3401,-95.2897,ICP-MS,07/06/10,Planted/Cultivated,Row Crops,,0-5,,4.82,7.1,582.0,1.2,1.19,0.4,43.2,9.5,42.0,5.0,23.4,2.45,11,0.03,0.03,1.55,23.1,23,0.55,744.0,0.98,0.82,7.1,23.7,2140,28.1,67.2,0.06,0.71,7.6,0.5,1.4,151,0.1,6.9,0.2,0.5,2.2,77.0,0.7,14.9,119.0,,link
277,C-346691,US,IA,40.7173,-92.9936,ICP-MS,05/24/10,Planted/Cultivated,Row Crops,,0-5,,4.75,10.1,707.0,1.6,1.07,0.3,62.1,8.2,46.0,5.0,14.6,2.08,10,0.02,0.03,1.46,32.1,22,0.35,963.0,1.19,0.76,10,13.2,670,22.6,66.6,0.03,1.07,5.9,,1.3,115,0.1,10.1,0.33,0.5,3.6,77.0,1.4,14.6,56.0,,link
278,C-349015,US,IA,42.3856,-95.4784,ICP-MS,06/16/10,Planted/Cultivated,Row Crops,,0-5,,5.7,7.5,680.0,1.3,1.13,0.3,58.1,10.6,47.0,5.0,20.0,2.3,11.3,0.02,0.03,1.62,29.7,24,0.66,881.0,1.12,0.86,9,26.5,990,15.8,57,0.04,0.93,7.4,0.3,1,143,0.1,9.6,0.3,0.5,2.2,76.0,0.9,17.8,69.0,,link
279,C-348999,US,IA,41.7919,-92.6185,ICP-MS,06/30/10,Planted/Cultivated,Row Crops,,0-5,,6.23,9.1,744.0,1.6,0.93,0.3,65.2,15.6,57.0,5,33.0,2.75,14.3,0.03,0.04,1.88,33.1,27,0.64,1120.0,1.23,0.75,10.9,24.4,1800,29.3,80,0.04,1.0,9.9,0.5,1.4,122,0.1,10.9,0.32,0.6,3.3,88.0,1.2,20.2,,,link
280,C-327671,US,ID,48.6726,-116.4303,ICP-MS,06/17/09,Planted/Cultivated,Row Crops,,0-5,,8.18,4.4,,2.2,1.37,0.2,63.5,9.1,33.0,6,21.8,3.05,19.2,0.02,0.06,1.59,30.7,88,0.65,618.0,0.55,1.55,11.2,28.0,660,20.5,66.6,0.02,0.32,7.8,0.2,1.7,299,0.1,10.1,0.34,0.4,9.9,59.0,0.9,18.2,59.0,,link
281,C-334731,US,ID,43.6163,-112.0427,ICP-MS,07/02/09,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,5.26,5.4,588.0,1.7,0.98,0.7,63.9,7.8,42.0,6,16.8,2.19,14.5,0.02,0.05,1.88,34.2,27,0.81,564.0,0.96,0.81,15,18.2,1060,19.3,95.2,0.04,0.77,7.8,0.3,1.9,158,0.1,10.9,0.24,0.6,2.9,58.0,1.5,21.8,121.0,,link
282,C-334692,US,ID,42.9388,-112.8587,ICP-MS,07/02/09,Planted/Cultivated,Row Crops,,0-5,,5.02,5.2,567.0,1.6,3.14,,60.9,8.1,36.0,5,16.2,2.13,12.1,0.02,0.04,1.9,30.9,27,1.08,507.0,0.96,0.94,13.6,18.4,1230,16.2,78.4,0.03,0.74,6.3,0.2,1.9,185,0.1,10.3,0.24,0.5,2.6,52.0,1.3,20.5,78.0,,link
283,C-334699,US,ID,42.8017,-113.7479,ICP-MS,06/11/09,Planted/Cultivated,Row Crops,,0-5,,5.4,6.1,678.0,1.7,1.98,0.6,67.4,9.2,40.0,5,17.4,2.37,12.8,0.05,0.05,1.85,32.6,29,1,549.0,0.98,1.06,14.5,19.3,980,16.9,77.3,0.03,0.97,7.4,0.2,1.8,204,0.1,10.9,0.29,0.5,2.6,60.0,1.5,21.6,71.0,,link
284,C-334751,US,ID,47.6038,-116.8714,ICP-MS,06/17/09,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,7.75,5.4,,1.7,1.82,0.2,71.9,16.0,58.0,5.0,29.7,3.95,19.9,0.02,0.06,2.07,39.4,30,1.13,936.0,0.91,1.55,12.5,21.9,1680,22.8,95.1,0.03,0.57,15.5,0.2,2.1,287,0.1,9.2,0.48,0.5,2.5,98.0,1.3,23.1,112.0,,link
285,C-348911,US,IL,38.8895,-89.6857,ICP-MS,08/14/10,Planted/Cultivated,Row Crops,,0-5,,3.54,7.4,609.0,1.0,0.88,0.6,52.9,7.1,36.0,5.0,17.2,1.91,8.43,0.04,0.03,1.47,27.2,14,0.24,593.0,1.22,0.79,9,10.4,2390,47.0,64,0.07,1.09,4.4,0.4,3.4,121,0.1,8,0.24,0.4,3.2,42.0,0.8,15.1,,,link
286,C-348780,US,IL,41.1977,-87.9717,ICP-MS,08/03/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,4.35,5.7,430.0,1.2,1.04,0.3,63.3,9.1,43.0,5.0,13.7,2.2,9.28,0.04,0.03,1.49,33.5,25,0.64,612.0,0.86,0.57,7.7,18.0,640,21.7,61.3,0.06,0.61,6.7,0.4,1.4,88.8,0.1,9.8,0.25,0.5,1.8,60.0,0.9,19,62.0,,link
287,C-348908,US,IL,39.4624,-87.6186,ICP-MS,08/16/10,Planted/Cultivated,Row Crops,,0-5,,4.06,6.8,522.0,1.1,0.65,0.2,52.5,6.4,29.0,5.0,13.1,1.74,8.73,0.02,0.03,1.69,26.4,19,0.3,500.0,0.66,0.81,8.4,12.7,580,18.5,59.6,0.03,0.55,5.6,0.2,0.9,113,0.1,7.8,0.26,0.4,2.4,48.0,0.6,15.7,50.0,,link
288,C-348586,US,IL,40.3111,-89.3168,ICP-MS,09/28/10,Planted/Cultivated,Row Crops,,0-5,,4.55,8.0,571.0,1.2,0.95,0.3,68.6,11.7,45.0,5.0,18.5,1.98,12.4,0.03,0.04,1.65,35.5,20,0.44,943.0,1.01,0.68,12.1,16.2,800,28.0,93.7,0.05,0.82,6.7,0.4,1.5,99.7,0.1,11.5,0.33,0.6,3.5,64.0,1.3,21.4,79.0,,link
289,C-348771,US,IL,41.6734,-89.9209,ICP-MS,08/02/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,3.07,6.5,360.0,0.7,2.99,0.3,31.6,6.6,26.0,5.0,12.7,1.98,6.49,0.03,0.02,1.08,16.4,12,1.38,845.0,0.48,0.58,4.6,13.1,770,14.1,39.8,0.05,0.34,4.5,0.5,0.9,98.2,0.1,4.4,0.17,0.3,1.3,41.0,0.4,11.4,52.0,,link
290,C-348403,US,IL,38.7971,-88.3103,ICP-MS,08/13/10,Planted/Cultivated,Row Crops,,0-5,,4.07,5.8,362.0,0.8,0.3,0.1,43.8,7.0,29.0,5.0,15.0,1.73,9.34,0.03,0.03,1.22,22.5,23,0.27,414.0,0.84,0.52,8.1,13.0,790,19.4,51.9,0.03,0.58,5.6,0.4,1.1,72.2,0.1,8.8,0.23,0.5,2.7,49.0,0.6,10.6,48.0,,link
291,C-348916,US,IL,39.2797,-89.6607,ICP-MS,08/15/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.44,4.3,483.0,0.9,0.92,0.1,41.8,5.7,27.0,5.0,13.9,1.22,7,0.03,0.02,1.39,21.2,15,0.25,407.0,0.56,0.65,6.7,10.2,980,16.4,52.3,0.05,0.45,4.6,0.3,0.7,104,0.1,6.2,0.23,0.3,1.7,32.0,0.5,12,70.0,,link
292,C-348786,US,IL,41.9003,-87.7032,ICP-MS,08/05/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,5.07,8.0,453.0,2.2,1.67,,39.6,10.4,67.0,5,52.9,2.5,12.2,,0.05,1.95,22.1,38,1.04,361.0,3.12,0.48,9.2,31.4,870,,84.3,0.12,,8.9,,6,106,0.1,7.4,0.24,0.9,3.5,73.0,1.5,15.6,,,link
293,C-348402,US,IL,38.6902,-87.9456,ICP-MS,08/13/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.66,7.0,436.0,1.0,0.42,0.2,54.6,6.7,30.0,5.0,14.0,1.82,8.1,0.04,0.03,1.3,28.1,19,0.25,570.0,0.72,0.66,9.4,11.2,1100,23.7,51.8,0.03,0.77,4.9,0.4,1.3,84.9,0.1,9.5,0.26,0.5,3,46.0,0.8,13.9,49.0,,link
294,C-348585,US,IL,40.4737,-90.4341,ICP-MS,09/28/10,Planted/Cultivated,Row Crops,,0-5,,5.08,10.1,603.0,1.5,0.71,0.5,76.5,14.5,38.0,5.0,26.4,2.79,13.5,0.03,0.05,1.55,37.6,23,0.66,1030.0,2.18,0.79,11.3,38.3,770,19.6,70.4,0.02,1.09,8.6,0.2,1.4,122,0.1,11.5,0.35,0.7,3,85.0,1.2,28.4,72.0,,link
295,C-348391,US,IL,37.5698,-88.7224,ICP-MS,08/11/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,4.5,8.6,523.0,1.0,0.24,0.1,67.7,15.3,40.0,5.0,16.3,2.14,9.83,0.04,0.03,1.62,31.8,25,0.3,1020.0,1.15,0.58,11.4,17.7,520,22.7,63.4,0.03,0.79,5.8,0.4,1.2,76.7,0.1,11.5,0.32,0.6,3.4,57.0,0.9,14.2,60.0,,link
296,C-348619,US,IL,41.0609,-89.5918,ICP-MS,08/01/10,Planted/Cultivated,Row Crops,,0-5,,4.73,7.7,566.0,1.2,0.83,0.4,60.6,9.1,45.0,5.0,16.8,2.08,12,0.03,0.04,1.59,33,22,0.51,755.0,0.85,0.63,10.5,15.5,900,24.4,90.1,0.05,0.77,6.9,0.6,2.2,94.9,0.1,10.4,0.33,0.6,3.6,69.0,1.3,18.8,80.0,,link
297,C-348918,US,IL,39.4642,-89.4766,ICP-MS,08/15/10,Planted/Cultivated,Row Crops,,0-5,,4.5,6.8,565.0,1.3,1.09,0.3,51.9,7.9,37.0,5.0,20.1,2.01,9.95,0.03,0.03,1.65,27.2,22,0.37,482.0,0.94,0.66,8.7,16.1,1050,29.3,69,0.06,0.6,6.7,0.5,1.6,109,0.1,8.1,0.26,0.5,2.4,59.0,0.7,16.6,95.0,,link
298,C-348583,US,IL,40.3134,-88.0177,ICP-MS,09/27/10,Planted/Cultivated,Row Crops,,0-5,,5.97,11.8,497.0,1.9,0.54,0.4,65.7,15.7,47.0,5,23.7,3.44,14.5,0.03,0.05,2.51,33.2,34,0.86,710.0,1.88,0.64,10.8,33.1,600,23.1,101,0.03,0.93,10.2,0.2,1.7,95.6,0.1,10.8,0.36,0.7,3,96.0,1.3,23.4,92.0,,link
299,C-348388,US,IL,37.9019,-89.8154,ICP-MS,08/11/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,3.6,3.1,508.0,0.7,0.34,0.1,47.6,3.8,25.0,5.0,8.6,1.13,7.25,0.03,0.02,1.69,25,15,0.19,177.0,0.58,0.83,8.5,8.2,280,23.1,51.6,0.02,0.53,3.7,0.2,1,103,0.1,8.6,0.28,0.5,2.4,34.0,0.5,9.5,27.0,,link
300,C-348906,US,IL,39.612,-88.4521,ICP-MS,08/16/10,Planted/Cultivated,Row Crops,,0-5,,4.57,8.4,565.0,1.3,0.47,0.3,61.4,15.1,47.0,5.0,18.7,2.1,11.8,0.03,0.04,1.75,30.8,24,0.42,938.0,0.92,0.61,10.9,16.8,760,28.2,84.5,0.04,0.84,6.8,0.4,1.3,88.9,0.1,9.7,0.27,0.6,2.9,57.0,1,17.7,70.0,,link
301,C-348913,US,IL,39.3303,-90.68,ICP-MS,08/15/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.83,4.1,607.0,0.9,0.64,0.2,48.3,7.6,35.0,5.0,12.4,1.24,7.88,0.03,0.02,1.63,26,13,0.22,844.0,0.42,0.91,8.4,10.9,590,16.7,58.5,0.03,0.48,4.4,0.2,1.9,125,0.1,7.3,0.29,0.4,2,39.0,0.6,14.4,45.0,,link
302,C-348774,US,IL,41.2671,-88.6948,ICP-MS,08/02/10,Planted/Cultivated,Row Crops,,0-5,,5.84,8.4,538.0,1.8,1.23,0.4,67.2,16.2,62.0,6,21.1,2.88,13.5,0.03,0.05,1.96,32.8,41,0.98,682.0,2,0.54,10.4,28.9,670,23.6,94.2,0.05,0.79,10.2,0.5,1.7,93.8,0.1,10.2,0.32,0.8,4.3,87.0,1.2,20.1,82.0,,link
303,C-348818,US,IL,39.8311,-88.2362,ICP-MS,08/16/10,Planted/Cultivated,Row Crops,,0-5,,4.64,7.4,533.0,1.3,0.51,0.2,51.6,9.8,42.0,5.0,19.0,2.1,10.7,,0.03,1.78,26,25,0.42,616.0,0.82,0.62,8.9,17.1,1200,25.5,78.3,0.03,0.66,7,0.4,1.5,93.9,0.1,7.9,0.27,0.5,2.5,61.0,0.8,15.8,84.0,,link
304,C-348618,US,IL,40.9175,-89.6396,ICP-MS,08/01/10,Planted/Cultivated,Row Crops,,0-5,,4.59,8.5,552.0,1.2,0.57,0.4,60.4,12.4,43.0,5.0,19.7,2.11,11.2,,0.04,1.6,31.9,21,0.45,944.0,1.25,0.61,9.8,18.3,1030,45.6,77.2,0.05,0.88,6.9,0.5,3.9,91.2,0.1,9.8,0.32,0.6,3,66.0,1.1,18,101.0,,link
305,C-348623,US,IL,41.3091,-91.0038,ICP-MS,08/01/10,Planted/Cultivated,Pasture/Hay,,0-5,,4.14,4.3,584.0,1.0,0.72,0.2,57,7.8,34.0,5.0,11.2,1.62,9.56,0.02,0.02,1.63,30.4,12,0.31,716.0,0.61,1,8.4,13.7,700,16.0,66.2,0.04,0.46,5.2,0.2,1,142,0.1,8.9,0.32,0.4,2.3,42.0,0.9,18.1,48.0,,link
306,C-348621,US,IL,41.211,-90.197,ICP-MS,08/01/10,Planted/Cultivated,Row Crops,,0-5,,4.87,6.5,556.0,1.2,0.76,0.2,58.4,8.5,40.0,5.0,18.3,2.17,10.7,0.03,0.03,1.56,31,23,0.49,801.0,0.9,0.72,9.2,18.4,830,20.4,74.5,0.06,0.64,6.9,0.5,1.5,110,0.1,9.7,0.33,0.5,2.6,65.0,1,18.3,72.0,,link
307,C-348406,US,IL,38.7366,-89.1244,ICP-MS,08/14/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.1,9.8,429.0,0.8,1.11,0.4,44.2,6.4,34.0,5.0,17.0,1.57,6.77,0.05,0.02,1.22,22,15,0.3,1130.0,1.04,0.62,8.5,8.9,2870,,53.3,0.12,0.88,3.9,0.5,4.3,91.7,0.1,8.1,0.22,0.4,2.7,33.0,0.7,9,,,link
308,C-348909,US,IL,38.506,-89.756,ICP-MS,08/14/10,Planted/Cultivated,Row Crops,,0-5,,4,5.9,661.0,1.0,0.86,0.3,51.3,6.7,33.0,5.0,20.2,1.54,8.49,0.03,0.03,1.68,26.4,17,0.3,691.0,0.86,0.78,8.9,13.1,1590,26.8,69.8,0.07,0.66,5.1,0.5,1.1,121,0.1,7.9,0.26,0.5,2.7,47.0,0.8,13.9,95.0,,link
309,C-348778,US,IL,40.9678,-88.0166,ICP-MS,08/03/10,Planted/Cultivated,Row Crops,,0-5,,4.73,6.7,460.0,1.2,0.63,0.2,50.2,10.1,48.0,5.0,17.1,2.24,10.4,0.04,0.04,1.87,25.2,32,0.57,403.0,2.35,0.48,7.9,22.4,720,26.1,74.4,0.06,0.64,7.5,0.5,2.3,81,0.1,7.8,0.26,0.7,3.2,65.0,0.9,14.9,93.0,,link
310,C-348923,US,IL,39.2952,-87.8667,ICP-MS,08/16/10,Planted/Cultivated,Row Crops,,0-5,,3.95,5.3,515.0,1.1,0.62,0.2,55.3,6.6,32.0,5.0,14.5,1.54,9.22,0.02,0.03,1.47,28.5,19,0.27,516.0,0.67,0.73,9.2,12.4,580,20.1,62.3,0.05,0.66,5.4,0.3,1,102,0.1,8.4,0.27,0.4,2.6,45.0,0.6,17,51.0,,link
311,C-348682,US,IL,40.2257,-88.9453,ICP-MS,07/30/10,Planted/Cultivated,Row Crops,,0-5,,4.67,8.1,625.0,1.4,0.84,0.3,60.5,11.6,43.0,5.0,20.2,2.16,10.5,0.04,0.03,1.86,29.6,24,0.45,862.0,1.04,0.69,9.8,17.4,1760,32.4,77.4,0.04,0.78,6.9,0.2,2,107,0.1,9.5,0.3,0.6,3,65.0,1,17.2,103.0,,link
312,C-348791,US,IL,41.7693,-89.235,ICP-MS,08/05/10,Planted/Cultivated,Row Crops,,0-5,,4.15,5.5,607.0,1.2,2.02,0.2,47.3,9.0,35.0,5.0,15.4,1.77,9.12,0.02,0.03,1.88,23.3,18,1.23,660.0,0.88,0.54,7.1,17.5,1130,38.4,61.8,0.05,0.58,5.9,0.4,1.3,104,0.1,6.7,0.23,0.5,2,53.0,0.7,14.6,83.0,,link
313,C-348793,US,IL,42.241,-89.6503,ICP-MS,08/06/10,Planted/Cultivated,Row Crops,,0-5,,4.87,8.8,647.0,1.3,0.92,0.2,63.7,12.5,50.0,5.0,17.9,2.22,10.7,0.02,0.04,1.45,30.2,23,0.66,1130.0,0.86,0.69,10.2,18.3,770,23.3,70.1,0.04,0.74,7.2,0.6,1.6,106,0.1,9.6,0.3,0.6,2.6,72.0,1.2,17,77.0,,link
314,C-348398,US,IL,38.2136,-88.1738,ICP-MS,08/13/10,Planted/Cultivated,Row Crops,,0-5,,5.12,12.0,499.0,1.2,0.33,0.1,61.5,11.4,38.0,5.0,50.7,2.78,11,0.03,0.04,1.86,30.3,27,0.43,565.0,1.38,0.57,10.5,20.7,1050,28.5,66.1,0.04,0.92,7.3,0.4,1.5,84.3,0.1,11.1,0.3,0.7,3.7,64.0,0.8,15,102.0,,link
315,C-348626,US,IL,40.8614,-90.4378,ICP-MS,08/02/10,Planted/Cultivated,Row Crops,,0-5,,4.45,6.5,568.0,1.1,0.78,0.1,59.1,8.6,41.0,5.0,16.1,1.82,10.7,0.02,0.03,1.58,31.6,17,0.41,726.0,0.66,0.76,9.5,13.6,780,18.2,77.5,0.04,0.63,6.2,0.6,2.7,108,0.1,9.7,0.31,0.5,3.2,63.0,1.1,17.3,68.0,,link
316,C-348395,US,IL,37.762,-88.7798,ICP-MS,08/12/10,Planted/Cultivated,Pasture/Hay,,0-5,,5.1,9.4,462.0,1.1,1.27,0.1,55.4,8.7,40.0,5.0,16.1,2.37,9.76,0.02,0.04,1.5,28.3,30,0.5,518.0,0.84,0.66,8.8,20.1,450,17.0,58.2,0.03,0.57,6.3,0.4,1.2,97.3,0.1,9.8,0.29,0.5,2.8,63.0,0.6,14.2,53.0,,link
317,C-348919,US,IL,39.5482,-89.3165,ICP-MS,08/15/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,4.8,9.3,658.0,,0.79,0.6,51.7,12.3,59.0,5.0,32.1,4.5,11.5,0.04,0.03,1.28,26.3,21,0.35,477.0,12.3,0.66,10.3,29.2,1010,27.2,76.9,0.18,0.85,8.5,,1.2,108,0.1,8.9,0.25,1.1,4.5,64.0,1.1,20.8,,,link
318,C-348790,US,IL,42.2371,-88.9006,ICP-MS,08/05/10,Planted/Cultivated,Row Crops,,0-5,,4.24,5.1,568.0,1.2,1.05,0.2,53.8,10.5,46.0,5.0,16.8,1.89,9.44,0.03,0.03,1.48,27.6,20,0.66,889.0,0.83,0.6,9,17.0,620,27.2,66.2,0.04,0.66,6.3,0.5,1.5,92.2,0.1,8.4,0.27,0.5,2.4,61.0,1,14.9,74.0,,link
319,C-348775,US,IL,41.446,-88.5413,ICP-MS,08/03/10,Planted/Cultivated,Row Crops,,0-5,,4.75,10.9,598.0,1.5,0.97,0.4,58.2,8.1,49.0,5.0,19.0,2.12,10.9,,0.04,1.48,31.4,25,0.57,780.0,1.07,0.63,10.4,17.9,860,38.7,87,0.05,0.73,7.6,0.6,2.5,99.9,0.1,9.4,0.29,0.6,3.3,67.0,1.2,18.7,99.0,,link
320,C-348606,US,IL,40.5596,-88.7989,ICP-MS,07/30/10,Planted/Cultivated,Row Crops,,0-5,,5.01,8.6,510.0,1.4,0.64,0.3,67.1,13.5,49.0,5.0,23.0,2.52,12,,0.04,1.94,33.1,25,0.53,846.0,1.42,0.68,9.4,22.0,950,32.0,81.4,0.04,0.8,7.7,0.4,1.6,101,0.1,10.6,0.33,0.6,3.4,69.0,1.1,20.4,84.0,,link
321,C-348907,US,IL,39.6686,-87.6914,ICP-MS,08/16/10,Planted/Cultivated,Pasture/Hay,,0-5,,2.85,7.4,413.0,0.8,1.48,0.3,35.4,7.9,31.0,5.0,23.1,1.98,5.98,,0.02,1.29,16.9,15,0.42,1030.0,1.11,0.37,5.9,11.4,3200,20.2,52.2,0.18,0.48,4,0.4,1.7,82.1,0.1,5.2,0.17,0.3,1.6,35.0,0.5,9,113.0,,link
322,C-348587,US,IL,40.4299,-90.4483,ICP-MS,09/28/10,Planted/Cultivated,Pasture/Hay,,0-5,,4.25,6.6,512.0,1.1,0.81,0.2,60.9,9.6,42.0,5.0,16.5,1.88,10.2,0.03,0.03,1.49,31.9,18,0.4,748.0,0.79,0.66,9.6,16.2,800,25.2,71,0.06,0.73,6.4,0.4,2.6,95.5,0.1,10.2,0.32,0.5,3.1,59.0,1.1,18.3,67.0,,link
323,C-348627,US,IL,41.5848,-90.1458,ICP-MS,08/02/10,Planted/Cultivated,Row Crops,,0-5,,4.8,5.1,503.0,1.3,0.89,0.4,59.1,11.0,45.0,5.0,20.5,2.74,12.4,0.04,0.04,1.55,30.9,22,0.65,952.0,0.42,0.62,8.5,20.5,960,22.6,76.8,0.04,0.43,7.5,0.5,1.3,99.4,0.1,9.9,0.28,0.5,2.4,67.0,1,20.2,92.0,,link
324,C-348921,US,IL,39.4717,-88.1873,ICP-MS,08/16/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,2.59,3.7,372.0,0.6,1.14,0.1,24.1,4.0,26.0,5.0,14.1,0.93,5.33,0.02,0.02,1.42,12.1,10,0.55,335.0,0.43,0.55,3.7,7.7,300,16.5,46.8,0.03,0.24,2.7,0.2,0.8,90,0.1,2.9,0.11,0.2,0.8,21.0,0.2,7.4,34.0,,link
325,C-348604,US,IL,39.9975,-88.1178,ICP-MS,07/30/10,Planted/Cultivated,Row Crops,,0-5,,4.85,8.2,525.0,1.3,0.64,0.2,59.8,10.2,44.0,5.0,18.7,2.22,10.8,0.03,0.04,1.72,32.4,24,0.52,754.0,1.03,0.61,9.6,18.4,830,22.7,79.3,0.07,0.78,7.3,0.4,1.3,92.3,0.1,9.9,0.33,0.6,3.1,67.0,1.2,19,71.0,,link
326,C-348611,US,IL,39.8751,-90.0942,ICP-MS,07/31/10,Planted/Cultivated,Row Crops,,0-5,,4.45,8.3,571.0,1.2,0.71,0.3,57.7,7.7,45.0,5.0,18.2,1.94,10,0.03,0.03,1.67,30.6,19,0.42,784.0,0.75,0.67,9.6,16.3,880,21.4,77.3,0.04,0.7,6.9,0.6,1.2,98.5,0.1,10.1,0.31,0.6,3.2,65.0,1.2,18.2,82.0,,link
327,C-348397,US,IL,38.1185,-88.4933,ICP-MS,08/13/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.75,8.6,492.0,1.0,0.38,0.2,60.6,14.2,39.0,5.0,16.2,1.76,8.43,,0.03,1.43,28.9,22,0.26,921.0,1.3,0.53,10.3,15.3,1240,32.7,55.9,0.06,0.79,5.1,0.4,1.4,73.5,0.1,10.3,0.28,0.5,3.2,50.0,0.9,12.4,75.0,,link
328,C-348782,US,IL,41.0257,-87.5682,ICP-MS,08/04/10,Planted/Cultivated,Row Crops,,0-5,,2.14,13.5,314.0,0.6,0.48,0.2,17,2.8,10.0,5.0,5.1,1.33,4.42,0.02,0.02,1.03,8.8,7,0.18,143.0,1.07,0.5,2.3,5.8,470,14.0,33.1,0.02,0.25,2.1,0.2,1.1,84.3,0.1,2.3,0.09,0.2,0.8,19.0,0.3,6.1,35.0,,link
329,C-348615,US,IL,40.3221,-91.2,ICP-MS,07/31/10,Planted/Cultivated,Row Crops,,0-5,,4.32,5.6,564.0,1.0,0.94,0.2,54.2,6.2,38.0,5.0,19.6,1.55,9.89,0.04,0.03,1.53,30.2,19,0.41,478.0,0.7,0.75,9.6,13.1,1520,21.3,72.7,0.06,0.67,6,0.4,2.1,110,0.1,10.1,0.31,0.5,3,49.0,1.1,16.4,103.0,,link
