,Sample ID,Country,State,Latitude,Longitude,Analysis Method,CollDate,LandCover1,LandCover2,Soil/Rock Type,Depth (cm),Ag (mg/kg),Al (mg/kg),As (mg/kg),Ba (mg/kg),Be (mg/kg),Ca (mg/kg),Cd (mg/kg),Ce (mg/kg),Co (mg/kg),Cr (mg/kg),Cs(mg/kg),Cu (mg/kg),Fe (mg/kg),Ga (mg/kg),Hg (mg/kg),In (mg/kg),K (mg/kg),La (mg/kg),Li (mg/kg),Mg (mg/kg),Mn (mg/kg),Mo (mg/kg),Na (mg/kg),Nb (mg/kg),Ni (mg/kg),P (mg/kg),Pb (mg/kg),Rb (mg/kg),S (mg/kg),Sb (mg/kg),Sc (mg/kg) ,Se (mg/kg),Sn (mg/kg),Sr (mg/kg),Te (mg/kg),Th (mg/kg),Ti (mg/kg),Tl (mg/kg),U (mg/kg),V (mg/kg),W (mg/kg),Y (mg/kg),Zn (mg/kg),NOTES,LINK TO SOURCE
330,C-348794,US,IL,42.3644,-90.0343,ICP-MS,08/06/10,Planted/Cultivated,Row Crops,,0-5,,4.66,6.8,573.0,1.3,1.45,0.2,59.2,12.0,51.0,5.0,16.7,2.13,10.2,0.04,0.03,1.52,29.1,22,0.9,874.0,0.8,0.69,9.4,18.3,1310,21.0,66.3,0.05,0.69,6.9,0.5,1.2,106,0.1,9,0.29,0.5,2.8,67.0,1,15.9,92.0,,link
331,C-348389,US,IL,38.062,-90.0358,ICP-MS,08/11/10,Planted/Cultivated,Row Crops,,0-5,,3.91,4.3,661.0,0.9,0.89,0.3,58.9,9.0,28.0,5.0,11.3,1.29,8.1,0.03,0.03,1.8,31.1,16,0.25,1130.0,0.58,0.89,9.7,14.1,1980,19.8,60.9,0.04,0.65,4.3,0.2,0.9,115,0.1,9.3,0.27,0.5,2.6,41.0,0.8,15.2,50.0,,link
332,C-348777,US,IL,41.0359,-88.2486,ICP-MS,08/03/10,Planted/Cultivated,Row Crops,,0-5,,4.64,7.0,433.0,1.5,1.62,0.3,52.4,11.6,50.0,5,21.4,2.33,11.1,0.03,0.04,1.41,26.6,81,0.99,486.0,2.43,0.43,8.1,20.7,800,27.3,90.7,0.05,0.7,8.2,0.6,2,80,0.1,7.9,0.25,0.8,4.2,64.0,0.9,16.2,85.0,,link
333,C-348404,US,IL,38.9603,-87.9149,ICP-MS,08/13/10,Planted/Cultivated,Row Crops,,0-5,,3.96,10.6,494.0,1.1,0.74,0.2,54.4,10.5,36.0,5.0,16.9,2.01,8.26,0.04,0.03,1.49,26.9,21,0.35,1200.0,1.11,0.63,9.4,12.8,1470,30.1,58.6,0.03,0.85,4.8,0.4,1.7,86.3,0.1,9.6,0.28,0.5,3.1,52.0,0.8,11.8,69.0,,link
334,C-348609,US,IL,39.9688,-89.3873,ICP-MS,07/30/10,Planted/Cultivated,Row Crops,,0-5,,4.2,6.5,650.0,1.2,0.57,0.4,62.3,13.3,40.0,5.0,16.7,1.71,9.14,0.04,0.03,1.86,34.3,17,0.36,,1.09,0.77,9.6,19.9,950,23.8,71.4,0.05,0.69,5.7,0.4,1.2,108,0.1,9.8,0.33,0.6,2.9,51.0,1.1,19.1,72.0,,link
335,C-348792,US,IL,41.8475,-89.0969,ICP-MS,08/05/10,Planted/Cultivated,Pasture/Hay,,0-5,,4.69,6.3,612.0,1.4,0.68,0.3,57.2,9.3,48.0,5.0,24.8,2.05,10.3,0.04,0.03,1.49,29.9,22,0.47,880.0,0.92,0.66,9.8,17.7,800,24.3,72,0.07,0.66,7.1,0.5,1.7,103,0.1,8.8,0.28,0.5,2.6,66.0,1,17.7,78.0,,link
336,C-348603,US,IL,42.4849,-89.703,ICP-MS,08/06/10,Planted/Cultivated,Row Crops,,0-5,,4.62,6.8,631.0,1.2,1.09,0.2,57.8,11.7,49.0,5.0,20.9,1.98,10.7,,0.03,1.71,29.3,20,0.7,1090.0,1,0.7,9.3,18.2,1320,26.3,74.9,0.08,0.65,6.6,0.5,1.8,107,0.1,9.5,0.31,0.5,2.8,64.0,1.2,16.3,84.0,,link
337,C-348401,US,IL,38.501,-88.4292,ICP-MS,08/13/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.06,5.4,374.0,0.7,0.41,0.1,41.4,4.6,21.0,5.0,12.8,1.24,5.36,0.04,0.02,1.11,22,16,0.18,696.0,0.66,0.57,6.7,8.6,900,17.5,38.2,0.05,0.47,3,0.3,0.9,74.5,0.1,7.2,0.24,0.3,2.4,36.0,0.5,10.3,53.0,,link
338,C-348915,US,IL,39.5418,-90.034,ICP-MS,08/15/10,Planted/Cultivated,Row Crops,,0-5,,4.68,7.6,638.0,1.2,0.45,0.2,59.6,12.5,41.0,5.0,19.5,2,10.4,0.03,0.03,1.92,29.8,22,0.35,952.0,1,0.74,9.9,17.7,460,20.4,73.8,0.03,0.8,6.3,0.3,1,108,0.1,9,0.3,0.5,2.8,58.0,0.7,16.1,57.0,,link
339,C-348605,US,IL,40.0874,-88.345,ICP-MS,07/30/10,Planted/Cultivated,Row Crops,,0-5,,4.48,5.4,501.0,1.3,0.56,0.2,51.7,7.0,42.0,5.0,16.0,1.87,10.4,0.02,0.04,1.9,28.1,22,0.49,522.0,0.78,0.59,8.9,15.5,900,22.5,83.6,0.05,0.58,6.9,0.3,1.4,87.4,0.1,8.9,0.3,0.5,2.8,58.0,1.1,16.5,77.0,,link
340,C-348781,US,IL,40.7162,-87.6471,ICP-MS,08/04/10,Planted/Cultivated,Row Crops,,0-5,,4.46,4.4,478.0,1.3,0.59,0.3,47.2,5.6,38.0,5.0,17.2,1.81,9.67,0.04,0.03,1.61,24.4,24,0.4,214.0,0.86,0.64,7.6,15.6,910,24.3,69.8,0.05,0.53,6.9,0.5,1.4,101,0.1,7.4,0.25,0.6,3.3,55.0,0.8,15.4,88.0,,link
341,C-348582,US,IL,39.9549,-90.9204,ICP-MS,09/29/10,Planted/Cultivated,Row Crops,,0-5,,5.44,10.6,685.0,1.5,0.69,0.5,77,14.6,45.0,5.0,22.8,3.27,13,0.03,0.04,1.98,38.8,24,0.63,1260.0,1.75,0.89,11.3,42.6,660,18.9,74.6,0.03,0.68,9,0.2,1.5,137,0.1,10.9,0.39,0.6,3.1,81.0,1.2,28.3,69.0,,link
342,C-348394,US,IL,37.6666,-88.5551,ICP-MS,08/11/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.39,7.8,544.0,1.0,0.66,0.3,64.5,13.2,34.0,5.0,14.1,1.7,7.2,0.03,0.03,1.39,30.6,20,0.27,,1.06,0.53,9.1,15.2,1180,26.2,55.8,0.06,0.85,4,0.4,3,87.6,0.1,9.5,0.27,0.5,3,45.0,0.8,14.6,64.0,,link
343,C-348620,US,IL,41.0237,-90.0622,ICP-MS,08/01/10,Planted/Cultivated,Pasture/Hay,,0-5,,6.15,,336.0,2.5,7.4,0.3,55.2,16.7,62.0,6,29.1,3.34,15.8,,0.05,2.2,27.1,35,1.71,955.0,2.1,0.28,9,37.6,1500,39.0,109,0.77,0.99,11.1,0.6,1.9,364,0.1,9.9,0.31,0.6,2.1,72.0,1.2,19.5,47.0,,link
344,C-348920,US,IL,39.4609,-89.0262,ICP-MS,08/15/10,Planted/Cultivated,Row Crops,,0-5,,3.7,6.6,567.0,1.0,0.52,0.2,50.6,8.8,36.0,5.0,17.0,1.5,7.49,0.02,0.02,1.58,24.7,16,0.25,802.0,0.7,0.78,8.4,10.9,900,21.4,56.8,0.03,0.66,4.8,0.4,0.9,106,0.1,7.4,0.26,0.4,2.4,44.0,0.6,12,60.0,,link
345,C-348612,US,IL,39.7917,-90.6572,ICP-MS,07/31/10,Planted/Cultivated,Row Crops,,0-5,,3.79,4.7,537.0,0.9,0.98,0.4,59.5,9.3,33.0,5.0,17.4,1.5,9.41,0.05,0.03,1.87,32.3,13,0.3,973.0,1.21,0.87,8.9,15.0,1770,24.8,69.5,0.04,0.56,5,0.4,1.5,124,0.1,9.2,0.3,0.5,2.6,40.0,1,20.1,119.0,,link
346,C-348607,US,IL,40.6165,-88.8123,ICP-MS,07/30/10,Planted/Cultivated,Row Crops,,0-5,,4.92,17.8,554.0,1.3,0.87,0.2,65.4,13.3,65.0,5.0,,2.31,11.8,0.02,0.04,1.65,32.8,25,0.53,1110.0,1.19,0.59,9.9,20.5,790,25.1,85.5,0.05,1.02,7.4,0.6,1.6,92.5,0.1,10.4,0.32,0.6,3.5,75.0,1.1,18.8,123.0,,link
347,C-348904,US,IL,38.5833,-89.5635,ICP-MS,08/14/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.66,7.3,607.0,1.1,1.98,0.3,46.1,5.7,38.0,5.0,21.4,1.69,7.81,0.04,0.02,1.35,23.9,17,0.37,675.0,0.87,0.73,7.9,13.4,1370,36.5,55.4,0.06,0.72,4.9,0.6,1.4,125,0.1,7.2,0.23,0.4,2.7,44.0,0.7,13.1,110.0,,link
348,C-348407,US,IL,38.817,-89.522,ICP-MS,08/14/10,Planted/Cultivated,Row Crops,,0-5,,4.59,9.1,534.0,1.1,0.74,0.1,58.7,11.1,40.0,5.0,16.9,2.19,10.3,0.04,0.04,1.67,31,23,0.47,1020.0,1.18,0.72,10.8,14.7,830,25.0,63.9,0.03,0.92,5.8,0.5,1.5,93.3,0.1,11.3,0.29,0.6,3.4,61.0,0.9,14.6,54.0,,link
349,C-348776,US,IL,41.1382,-88.5769,ICP-MS,08/03/10,Planted/Cultivated,Row Crops,,0-5,,5.01,7.0,551.0,1.4,0.77,0.4,58.4,9.5,53.0,5.0,25.6,2.23,11,0.04,0.04,1.61,29.6,28,0.53,529.0,1.24,0.65,9.4,20.3,1460,21.9,72.7,0.05,0.68,7.9,0.6,1.4,104,0.1,8.9,0.28,0.6,3.5,71.0,1.1,18.2,114.0,,link
350,C-348922,US,IL,39.4402,-87.8134,ICP-MS,08/16/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,3.71,8.7,479.0,1.1,0.4,0.1,52.2,8.8,33.0,5.0,12.5,1.74,8.9,0.03,0.03,1.46,26.2,19,0.24,797.0,1.01,0.6,8.4,11.5,670,19.4,66.1,0.03,0.63,5,0.4,0.8,87.1,0.1,8.2,0.26,0.4,2.6,51.0,0.6,13.9,45.0,,link
351,C-348905,US,IL,39.7184,-88.4092,ICP-MS,08/16/10,Planted/Cultivated,Pasture/Hay,,0-5,,4.47,8.6,571.0,1.2,0.72,0.3,61.1,12.0,42.0,5.0,22.8,1.99,11.2,0.05,0.04,1.37,30.3,23,0.4,911.0,0.86,0.64,10.1,16.0,900,27.3,63.5,0.04,0.69,6.5,0.4,1.5,94.5,0.1,9.5,0.26,0.6,2.8,57.0,0.9,17.8,79.0,,link
352,C-348610,US,IL,39.7973,-89.7578,ICP-MS,07/30/10,Planted/Cultivated,Pasture/Hay,,0-5,,4.03,7.5,561.0,1.1,0.54,0.2,61,12.0,40.0,5.0,14.1,1.71,9.23,0.02,0.03,1.7,30.6,16,0.33,,0.91,0.73,10.1,14.1,750,24.2,70.7,0.04,0.79,5.7,0.5,1.1,99.6,0.1,9.7,0.32,0.5,3.2,55.0,1.1,16.8,52.0,,link
353,C-348400,US,IL,38.1839,-88.3259,ICP-MS,08/13/10,Planted/Cultivated,Row Crops,,0-5,,4.64,9.1,504.0,1.0,1.18,0.4,50.4,8.9,38.0,5.0,23.7,2.4,7.7,,0.03,2.02,25.7,23,0.33,1020.0,1.36,0.89,8.6,12.1,1660,50.6,56.7,0.04,1.12,4.4,0.5,3.9,131,0.1,8.6,0.31,0.5,3.1,46.0,0.7,11.6,111.0,,link
354,C-348613,US,IL,40.0222,-91.2606,ICP-MS,07/31/10,Planted/Cultivated,Row Crops,,0-5,,4.36,6.4,590.0,1.1,1.26,0.2,56.7,7.7,38.0,5.0,15.0,1.8,10.1,0.02,0.03,1.56,30.8,17,0.44,706.0,0.54,0.75,9,13.5,770,19.3,74.6,0.04,0.65,6.1,0.6,1.1,115,0.1,9.7,0.31,0.5,3.1,62.0,1,18.2,61.0,,link
355,C-348387,US,IL,37.3097,-89.4474,ICP-MS,08/11/10,Planted/Cultivated,Row Crops,,0-5,,4.93,7.8,731.0,1.2,0.96,0.4,49.5,6.3,31.0,5.0,21.8,1.81,9.35,0.03,0.03,1.96,27.2,22,0.53,392.0,0.63,1.03,8.5,16.1,1150,24.8,62.6,0.05,0.7,4.9,0.4,1.4,171,0.1,9,0.23,0.5,2.5,51.0,0.8,14.2,99.0,,link
356,C-351152,US,IN,41.0669,-86.2828,ICP-MS,07/22/10,Planted/Cultivated,Row Crops,,0-5,,3.05,4.3,347.0,0.6,1.67,0.2,26.7,4.5,20.0,5.0,9.2,1.24,6.35,0.02,0.02,1.25,13.4,10,0.49,335.0,1.01,0.76,4.2,9.5,850,16.2,39.7,0.03,0.31,3.7,0.3,0.8,109,0.1,3.1,0.15,0.3,1.3,29.0,0.4,9.9,62.0,,link
357,C-351153,US,IN,40.8654,-85.1391,ICP-MS,07/21/10,Planted/Cultivated,Row Crops,,0-5,,4.95,8.2,483.0,1.3,3.94,0.4,53.8,11.3,41.0,5.0,25.4,2.34,11,0.05,0.03,2.01,26.2,27,1.6,606.0,3.71,0.7,8.6,23.6,1830,28.8,72.6,0.08,0.71,7.9,0.5,2.1,142,0.1,7.4,0.28,0.7,3.4,71.0,0.9,18,,,link
358,C-351154,US,IN,40.3244,-84.8086,ICP-MS,07/20/10,Planted/Cultivated,Pasture/Hay,,0-5,,5.14,9.7,468.0,1.2,1.76,0.4,53.7,11.3,43.0,5.0,22.2,2.44,11.6,0.04,0.03,1.96,25.9,26,1.01,693.0,3.72,0.82,8.9,25.2,770,20.7,72.1,0.06,0.63,8.2,0.5,1.5,143,0.1,7.1,0.29,0.7,3.5,71.0,0.8,18.6,90.0,,link
359,C-351155,US,IN,38.2085,-86.8537,ICP-MS,07/15/10,Planted/Cultivated,Row Crops,,0-5,,4.43,8.2,369.0,1.0,2.28,,60.4,,40.0,5.0,48.8,2.34,9.55,0.03,0.03,1.47,28.9,27,0.45,719.0,1.27,0.46,9.5,,1800,27.8,57.5,0.06,0.73,6.8,0.5,2,100,0.1,8.9,0.32,0.5,3.2,54.0,1,16.4,,,link
360,C-351159,US,IN,39.5406,-85.5665,ICP-MS,07/18/10,Planted/Cultivated,Row Crops,,0-5,,5.95,5.2,539.0,1.4,0.89,0.5,58.6,9.2,41.0,5.0,21.8,2.62,12.6,0.05,0.04,2.06,31.5,28,0.66,636.0,1,0.81,9,22.7,910,20.2,75.5,0.03,0.45,8.7,0.4,1.5,128,0.1,8.5,0.31,0.7,2.7,73.0,1.1,22.6,92.0,,link
361,C-351162,US,IN,39.2839,-86.6262,ICP-MS,07/17/10,Planted/Cultivated,Pasture/Hay,,0-5,,4.79,7.5,540.0,1.1,0.39,0.2,63.2,12.4,38.0,5.0,15.9,2.16,10.1,0.04,0.03,1.74,31.9,23,0.34,1220.0,1.25,0.59,10.3,18.2,530,20.8,57,0.04,0.68,6.7,0.5,1.2,82.8,0.1,9.4,0.35,0.5,3.1,61.0,1.1,17.8,66.0,,link
362,C-351163,US,IN,40.1106,-87.5147,ICP-MS,07/19/10,Planted/Cultivated,Row Crops,,0-5,,5.43,7.5,544.0,1.2,0.91,0.4,59,8.2,47.0,5.0,21.9,2.27,11.5,0.03,0.04,1.85,30.6,25,0.55,476.0,0.53,0.75,9.6,19.1,880,21.0,73.1,0.04,0.53,7.8,0.3,1.3,107,0.1,9.3,0.31,0.6,2.6,69.0,1.1,20.3,94.0,,link
363,C-351164,US,IN,40.1845,-86.0017,ICP-MS,07/20/10,Planted/Cultivated,Row Crops,,0-5,,4.51,9.1,459.0,1.0,0.76,0.4,52.9,11.2,40.0,5.0,17.0,2.42,10.3,0.04,0.03,1.8,26.4,20,0.47,904.0,2.38,0.85,8.9,19.8,760,25.7,63.4,0.03,0.77,7.5,0.4,1.6,118,0.1,7.5,0.31,0.6,2.6,64.0,0.9,18.7,103.0,,link
364,C-351165,US,IN,41.1478,-86.0771,ICP-MS,07/22/10,Planted/Cultivated,Row Crops,,0-5,,4.01,3.9,442.0,0.8,0.69,0.3,37.3,6.8,24.0,5.0,9.8,1.5,8.62,0.03,0.02,1.6,18.5,15,0.34,629.0,1.24,0.89,6.3,13.2,460,15.8,52.4,0.02,0.35,5.4,0.3,0.8,123,0.1,4.9,0.24,0.4,2,48.0,0.6,13.9,57.0,,link
365,C-351168,US,IN,40.9983,-87.1995,ICP-MS,07/23/10,Planted/Cultivated,Row Crops,,0-5,,2.02,2.2,280.0,0.4,0.56,0.1,13.6,2.0,7.0,5.0,6.6,0.58,4.08,0.01,0.02,1.16,7.3,6,0.26,96.0,0.56,0.39,2.5,3.9,330,8.2,32.1,0.01,0.19,1.6,0.2,1,61.7,0.1,1.9,0.08,0.2,0.8,16.0,0.3,4.4,18.0,,link
366,C-351170,US,IN,40.9256,-86.7739,ICP-MS,07/23/10,Planted/Cultivated,Row Crops,,0-5,,3.51,3.9,450.0,0.6,0.73,0.3,23.3,3.0,14.0,5.0,9.9,1.03,6.91,,0.02,1.43,11.6,8,0.23,230.0,0.58,0.98,3.9,6.9,730,22.7,38.2,0.02,0.29,3.3,0.2,1.8,132,0.1,3.1,0.16,0.3,1.2,27.0,0.4,9,80.0,,link
367,C-351171,US,IN,40.7275,-85.4121,ICP-MS,07/21/10,Planted/Cultivated,Row Crops,,0-5,,4.87,8.2,489.0,1.1,0.65,0.2,49.5,9.1,36.0,5.0,14.2,1.98,10.5,0.03,0.03,1.88,23.6,21,0.45,354.0,3.25,0.84,9.4,16.8,630,17.9,66.1,0.03,0.57,7,0.4,1.2,113,0.1,7.5,0.3,0.7,3.5,63.0,0.9,13.9,67.0,,link
368,C-351172,US,IN,38.374,-85.8979,ICP-MS,07/15/10,Planted/Cultivated,Row Crops,,0-5,,2.97,6.7,340.0,0.8,0.16,0.1,71.4,12.2,28.0,5.0,8.3,1.48,6.41,0.03,0.02,1.02,33.1,16,0.15,613.0,0.96,0.37,10.4,9.7,380,19.1,43.3,0.02,0.52,4.5,0.4,0.9,45.1,0.1,9.7,0.37,0.3,3.1,43.0,0.8,16.4,32.0,,link
369,C-351173,US,IN,39.9782,-84.9589,ICP-MS,07/20/10,Planted/Cultivated,Pasture/Hay,,0-5,,4.77,8.9,531.0,1.2,1.12,0.3,50.9,9.4,37.0,5.0,18.0,2.23,10.3,0.04,0.03,1.74,23.9,21,0.57,680.0,1.7,0.84,9.9,14.2,1870,27.4,63.2,0.06,0.53,6.7,0.4,1.5,128,0.1,7.6,0.33,0.5,3,63.0,1,14.5,121.0,,link
370,C-354521,US,IN,41.3535,-87.3287,ICP-MS,07/23/10,Planted/Cultivated,Row Crops,,0-5,,4.13,7.6,458.0,1.3,0.38,0.2,49.7,8.8,34.0,5.0,16.6,1.99,9.55,0.02,0.03,1.69,23.4,22,0.37,799.0,2.71,0.5,7.7,14.3,600,23.1,82.2,0.03,0.56,6.1,0.6,1.2,80,0.1,6.9,0.24,0.6,2.4,53.0,0.7,12.1,61.0,,link
371,C-351174,US,IN,41.0528,-85.9458,ICP-MS,07/22/10,Planted/Cultivated,Row Crops,,0-5,,2.97,3.4,374.0,0.5,0.74,0.1,22.9,3.8,13.0,5.0,13.4,1.08,5.97,0.01,0.02,1.24,12.1,7,0.23,309.0,0.93,0.81,3.7,8.6,660,11.3,37.2,0.02,0.24,3.1,0.2,0.5,109,0.1,4,0.15,0.3,1.3,29.0,0.3,9.2,63.0,,link
372,C-351175,US,IN,38.4209,-86.8956,ICP-MS,07/15/10,Planted/Cultivated,Row Crops,,0-5,,3.53,6.7,455.0,0.8,0.56,0.1,59.1,11.7,29.0,5.0,17.2,1.53,7.33,0.03,0.03,1.2,28.2,15,0.19,1220.0,0.96,0.54,8.4,13.2,800,19.1,68.6,0.03,0.54,4.7,0.4,0.8,72.2,0.1,8.2,0.31,0.4,2.7,43.0,1,17.1,63.0,,link
373,C-351176,US,IN,40.406,-87.4916,ICP-MS,07/19/10,Planted/Cultivated,Row Crops,,0-5,,4.68,6.1,471.0,1.1,1.14,0.3,49.1,6.1,45.0,5.0,16.3,2.05,10.1,0.02,0.04,1.74,25.1,21,0.68,356.0,0.66,0.58,7.5,16.8,820,20.9,86,0.05,0.45,7.4,0.5,1.1,79.9,0.1,7.9,0.25,0.5,2.7,58.0,0.8,16.9,85.0,,link
374,C-351177,US,IN,38.2296,-86.0714,ICP-MS,07/15/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.17,6.8,317.0,0.6,0.53,0.3,43.6,6.9,35.0,5.0,19.2,1.86,6.91,0.04,0.02,1.02,21.6,19,0.23,339.0,1.24,0.28,7.6,14.2,1050,22.3,46.3,0.07,0.67,4.8,0.3,1.2,76,0.1,7,0.28,0.4,2.4,43.0,0.8,11.1,94.0,,link
375,C-351178,US,IN,39.6553,-85.8339,ICP-MS,07/18/10,Planted/Cultivated,Row Crops,,0-5,,4.23,9.1,463.0,1.1,3.08,0.6,44.1,10.7,33.0,5.0,26.7,2.14,9.66,0.03,0.03,1.63,21.4,18,0.95,688.0,2.83,0.73,7.6,21.2,1760,28.7,61,0.04,0.92,6.5,0.3,1.4,120,0.1,6.1,0.25,0.6,3.1,64.0,0.8,14.6,119.0,,link
376,C-351179,US,IN,39.4165,-87.0578,ICP-MS,07/17/10,Planted/Cultivated,Row Crops,,0-5,,3.93,8.6,445.0,1.0,0.47,0.2,57.1,10.5,38.0,5.0,14.8,1.9,8.43,0.03,0.03,1.59,26.7,16,0.27,942.0,1.25,0.64,9.7,14.0,1140,22.9,56.8,0.03,0.66,5.5,0.4,1.1,82.1,0.1,8.4,0.31,0.5,3.1,52.0,1.1,14.8,69.0,,link
377,C-351180,US,IN,40.0825,-85.744,ICP-MS,07/20/10,Planted/Cultivated,Pasture/Hay,,0-5,,4.32,7.0,443.0,1.0,1.37,0.4,45.9,7.3,41.0,5.0,18.5,1.9,9.52,0.03,0.03,1.48,23.2,18,0.65,441.0,1.64,0.75,7.8,17.6,1610,18.7,51.1,0.06,0.6,6.6,0.4,1,101,0.1,6.5,0.25,0.6,2.5,56.0,0.9,15.3,97.0,,link
378,C-351183,US,IN,41.5814,-85.7888,ICP-MS,07/22/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.62,4.3,435.0,0.8,0.58,0.2,38.7,6.8,24.0,5.0,9.8,1.43,7.97,0.02,0.02,1.21,19.7,13,0.3,638.0,1.2,0.79,6.3,11.5,620,14.9,52.5,0.03,0.32,4.5,0.2,0.9,110,0.1,4.3,0.23,0.3,1.5,39.0,0.6,10.8,60.0,,link
379,C-351184,US,IN,39.1737,-85.8434,ICP-MS,07/17/10,Planted/Cultivated,Row Crops,,0-5,,4.25,7.2,470.0,1.0,0.72,0.2,50.8,9.4,31.0,5.0,17.1,2.01,8.97,0.04,0.03,1.55,24.1,18,0.37,616.0,1.4,0.74,7.9,15.0,750,24.7,53.6,0.02,0.51,5.6,0.3,1.8,112,0.1,6.7,0.29,0.4,2.3,49.0,0.7,14.5,92.0,,link
380,C-351185,US,IN,39.9087,-86.7085,ICP-MS,07/18/10,Planted/Cultivated,Row Crops,,0-5,,3.83,6.5,409.0,0.8,4.27,0.2,41.7,7.6,26.0,5.0,13.8,1.69,8.21,0.04,0.03,1.53,20.6,16,1.47,493.0,1.78,0.76,6.9,14.5,820,22.9,51,0.03,0.5,5.6,0.3,1,119,0.1,5.7,0.23,0.4,2.3,47.0,0.6,14.1,62.0,,link
381,C-351186,US,IN,41.274,-86.2895,ICP-MS,07/22/10,Planted/Cultivated,Row Crops,,0-5,,2.58,2.4,333.0,0.5,0.98,0.1,25.4,3.7,9.0,5.0,7.2,0.92,5.28,0.01,0.02,1.28,13,7,0.37,236.0,0.81,0.64,3.2,8.0,230,8.3,37.4,0.01,0.23,2.8,0.2,0.4,90.4,0.1,4.8,0.11,0.2,1,24.0,0.3,7.2,33.0,,link
382,C-351187,US,IN,38.1803,-87.3548,ICP-MS,07/14/10,Planted/Cultivated,Row Crops,,0-5,,5.45,11.5,415.0,1.3,0.32,0.1,68.9,15.6,51.0,5.0,20.5,3.15,12.5,0.03,0.04,1.42,32.5,34,0.37,545.0,1.65,0.49,11.8,21.8,500,22.7,71.3,0.03,0.74,9.2,0.4,1.5,78.1,0.1,10.8,0.38,0.5,2.9,74.0,1.1,18.1,54.0,,link
383,C-351188,US,IN,40.556,-86.9247,ICP-MS,07/19/10,Planted/Cultivated,Pasture/Hay,,0-5,,4.34,7.2,516.0,0.9,0.62,0.2,48,6.2,40.0,5.0,23.4,1.88,9.36,,0.03,1.47,25.8,18,0.38,595.0,1.04,0.63,9,14.7,890,23.1,66.1,0.06,0.59,6.4,0.4,1.2,81.4,0.1,7.7,0.27,0.5,2.3,52.0,0.9,15.1,78.0,,link
384,C-351190,US,IN,39.2326,-85.6902,ICP-MS,07/16/10,Planted/Cultivated,Row Crops,,0-5,,4.4,8.4,448.0,0.9,0.59,0.2,44.5,6.8,29.0,5.0,16.0,2.04,9.43,0.03,0.03,1.53,21.6,18,0.36,403.0,1.64,0.78,7.2,15.4,500,20.1,58.7,0.04,0.46,6.1,0.3,1.4,109,0.1,6.4,0.29,0.5,2,52.0,0.6,14.2,66.0,,link
385,C-351192,US,IN,41.7304,-85.6208,ICP-MS,07/21/10,Planted/Cultivated,Pasture/Hay,,0-5,,2.45,2.3,351.0,0.5,0.62,0.1,20,3.2,14.0,5.0,9.8,1.15,5.16,0.01,0.02,1.09,10.4,7,0.23,621.0,0.91,0.57,4,6.7,1010,10.7,33.7,0.03,0.2,2.9,0.2,0.6,79.5,0.1,3.1,0.18,0.2,1,27.0,0.4,8.1,64.0,,link
386,C-354522,US,IN,41.4045,-86.9017,ICP-MS,07/23/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,2.82,6.8,332.0,1.1,0.28,0.3,28.6,4.7,28.0,5.0,21.6,1.64,6.51,,0.03,1.12,14.7,14,0.19,230.0,3.5,0.31,4.6,13.0,1100,,50.4,0.07,1.06,4,,2.5,63.4,0.1,4.2,0.13,0.5,2,34.0,0.5,8.1,99.0,,link
387,C-351193,US,IN,38.0645,-87.8145,ICP-MS,07/14/10,Planted/Cultivated,Row Crops,,0-5,,4.16,7.1,426.0,0.9,1.31,0.2,51.6,7.1,31.0,5.0,14.3,1.86,8.83,0.02,0.03,1.67,25.1,18,0.37,372.0,0.95,0.91,8.3,15.4,810,15.9,51,0.03,0.43,6.2,0.2,1.2,123,0.1,7.1,0.28,0.4,2.2,45.0,0.7,17.9,62.0,,link
388,C-351195,US,IN,38.7843,-86.964,ICP-MS,07/17/10,Planted/Cultivated,Pasture/Hay,,0-5,,3.62,7.9,410.0,0.8,0.44,0.1,47.7,8.4,29.0,5.0,18.6,1.72,7.73,0.04,0.03,1.44,23.8,16,0.25,520.0,1.26,0.51,7.1,13.6,830,18.1,51.5,0.05,0.58,5,0.3,1.2,79.6,0.1,6.8,0.25,0.4,2,40.0,0.9,13.7,72.0,,link
389,C-351197,US,IN,39.4393,-85.8056,ICP-MS,07/18/10,Planted/Cultivated,Row Crops,,0-5,,4.15,4.3,500.0,1.0,0.84,0.2,47.4,6.7,32.0,5.0,17.0,1.65,8.89,0.04,0.02,1.62,23.2,16,0.42,482.0,0.71,0.87,7.8,12.3,860,19.8,56.9,0.03,0.38,5.7,0.3,1.3,119,0.1,6.2,0.27,0.5,2.3,47.0,0.7,15.4,71.0,,link
